EMD_CD,EMD_NM,PRED_DATETIME,COLLECTED_AT,PRED_SEVERITY,RISK_LEVEL,AVG_ELEVATION,MIN_ELEVATION,MAX_ELEVATION,FLOOD_COUNT,AVG_SHIM,MAX_SHIM,AVG_AREA,TOTAL_SCALE,AVG_DEPTH_PER_AREA,RECENT_YR,AVG_WATL,MAX_WATL,SENSOR_COUNT,AVG_RN1,MAX_RN1,TOTAL_RN1,UPDATE_TIME,RISK_LEVEL_NUM
11110169,혜화동,2026-06-09 12:51,2026-06-09 09:51,1.379939205339186e-11,안전,47.22912958974359,31.266891,67.32961,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11110186,신영동,2026-06-09 12:51,2026-06-09 09:51,3.264451289049404e-06,안전,92.48865186666666,71.71629,135.16895,4.0,0.3,0.3,116.18831711,139.425980532,0.0032664674533155,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11140165,황학동,2026-06-09 12:51,2026-06-09 09:51,-1.5174506846287015e-10,안전,22.71438136842105,18.772038,28.43465,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11140156,입정동,2026-06-09 12:51,2026-06-09 09:51,-6.330872771971647e-11,안전,23.6171238,23.293798,24.011688,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11140143,장충동1가,2026-06-09 12:51,2026-06-09 09:51,1.379939205339186e-11,안전,36.04864611764706,26.229176,50.49939,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11140144,장충동2가,2026-06-09 12:51,2026-06-09 09:51,-2.4046001881269256e-10,안전,86.79654080291971,28.151224,246.03647,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11140160,인현동1가,2026-06-09 12:51,2026-06-09 09:51,-6.708170758569283e-11,안전,25.93670575,24.587118,27.651562,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11140105,을지로2가,2026-06-09 12:51,2026-06-09 09:51,5.0970263278812977e-11,안전,27.277716357142857,26.024172,28.713728,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11140135,예관동,2026-06-09 12:51,2026-06-09 09:51,4.180979481354537e-12,안전,28.2215322,26.292824,30.461573,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11140132,충무로4가,2026-06-09 12:51,2026-06-09 09:51,4.180979481354537e-12,안전,30.76885471428572,28.825283,33.103214,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
